0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
The Batman Legacy,6304613113,Batman,6301810643,The Dark Knight Rises,B004LWZWGA,Daredevil,B00009L536,Superman,B001EZ6OLY,Catwoman,B0021L9ME6,Superman the Movie,6303212263,"['venture', 'action', 'crime']"," I bought this product since having the first 4 films that were produced for Batman, was a good idea. To be honest, the second and third movies are my fave on this box set, the first one is ok but is not the best. And the last one, is a very bad movie, batman and robin is the worst movie on the Batman Movie Saga. It is unbeliavable that the movie was directed by Joel S. which was present on the third film which is the best for these set of movies, but of course since Tim Burton was involved on Batman forever probably that was Joel S looked good on the production of the third movie", Just 2 and half good movies!
Contagion,B00664AM5C,Constant Gardener,B000C65Z20,28 Weeks Later,B000TJBN80,The Crazies,B003U61JNS,Hereafter,B004M5AOGY,Margin Call,B006O2QNOU,The Happening,B001HOZWUG,"['venture', 'action', 'crime']"," A cross between documentary and drama, Contagion is a film about a global pandemic. The story line is plausible, this event could very well happen and is populated by big  name actors. A virus threatens to destroy a large fraction of humanity, and the first victim is Gwyneth Paltrow who transports the virus to Minnesota from Hongkong via Chicago. Her husband Matt Damon is unaffected by the deadly virus but it devours her young son. Kate Winslet,Lawrence Fishburne and Marion Cotillard are doctors trying to figure out the origins of the virus but little is revealed about their backgrounds. Exciting and terrifying. Four stars.", This could happen
Gone Baby Gone,B006RXQBR0,Mystic River,B0001ZX0P6,Town,B0083SI9BS,Doubt,B004SIP71M,House of Sand and Fog,B0001DMVBC,A History of Violence,B004BA80IO,Una Historia Violenta,B000WDQV8A,"['venture', 'action', 'crime']"," This film is in the vein of Mystic River,but better(both books written by same author).  Because Sean Penn,last seen hugging Hugo Chavez, isn't getting paid for it. Casey Affleck is a fine actor destine for great things. Keep your eye on him, I know he will continue to get better with age. I am not a hugh crime drama fan but this film makes the cut. It has earned its spot on my shelf along with Seven, Rope and few others. Put on your thinking cap while watching this film, it's not spoon fed to you.", well done!
Robocop,1559408898,RoboCop,B00004ROBB,Total Recall,6304862202,Starship Troopers,B001A7X0WM,Equilibrium,B00005JLWN,"Terminator, The",B000065G6K,The Terminator,B00004RR63,"['venture', 'action', 'crime']"," For this review I rated the video quality instead of the movie itself. Most of you have already seen Robocop and and loved it which is why your reading this review wondering if you should buy the blu-ray. My answer to that question is Yes. Of course it being a older movie its not going to look as great as ""the incredible hulk"" or ""Batman: the dark kngiht"" but I was surprised to see that it is a brighter and clearer presentation that I have ever seen this movie. While watching the movie I was looking at his armor realizing details I had not noticed before. So whether you have or have not seen this movie before, at this price I would say its one you should pick up.", Great movie decent blu-ray
Smallville: Season 5,B000G1R4SO,Smallville: Season 6,B000R206FK,Smallville: Season 7,B000X5SMXY,Smallville: Season 4,B004132I4I,Smallville: Season 1,B00005JLKB,Smallville: Season 8,B001FB4W02,Smallville: Season 9,B002JVWRDQ,"['venture', 'action', 'crime']"," Overall i think this is a great product for any smallville fan. It's got the usual deleted scenes as expected. I was a bit disappointed with the bonus content. I look forward to that every time i purchase a dvd. I missed the gag reel from the previous smallville dvd's.<br /><br />On the good side, Smallville's 100th episode: the making of a milestone, was preety good, yet sad. You get commentary on 2 episodes and it comes with excerpts from the Look up in the sky! the amazing story of superman dvd. Overall i give it a 3.5 out of 5.", Season 5 all good but....
John Wayne: The Searchers,B000O599ZS,Cowboys,6302816424,The Searchers,B00004CYH4,True Grit,B003UESJME,High Noon,B00004W4H0,Outlaw Josey Wales,B00000FE22,Once Upon a Time in the West,B004T0XYM8,"['venture', 'crime', 'action']", I grew up watching John Wayne movies with my grandpa and am a huge fan and have seen most all of them but The Searchers is the best!  Wayne shows that he really is a great actor and I think his performance was oscar worthy better than True Grit.  His charactor is deep and he portrays a kind of Villain good guy role you never know which until the end.  The scenery is awesome and the fight scenes excellent except the river scene in which the gun shots sound strange but overall an exclellent movie that keeps you guessing with deep plots and excellent charactors.  Absolutely the Best!, best John Wayne movie ever
Planet Of The Apes Legacy Collection Blu-ray,B005FHWWXQ,Planet Of The Apes,B0053EZTP4,Planet Of Apes:tl Colle Bxcbsm,B000EBIOP8,Planet of the Apes: Evolution,B0006419LE,Planet of the Apes Collection,6305076146,Time Machine,6301977815,Alien³,B00004S5PT,"['venture', 'action', 'crime']"," This movie is simple yet engrossing.  I've seen this movie two or three times now and still marvel at the complexities even though it pales in comparison to modern moviemaking.  Hopefully this will never be remade into an updated version because I don't see how any other version could compete with the charm of the original.<br /><br />There were sequels to this movie, but none measured up to the original.  The cast, the concept, the production all make this a truly one of a kind movie to be enjoyed by all.  It has no bad language, no sex, no grossness about it.  It is a good family science fiction movie.", Planet of the Apes
Battlestar Galactica: Season 4.5,B002JE43O4,Battlestar Galactica,B002DOBJWY,Battlestar Galactica: The Plan,B002HRF68A,Caprica,B001RTCP1U,Lost: Season 6 - Final Season,B0036EH3XE,Stargate Universe SG-U: 1.0,B002R8JG58,Farscape,B005CXOG8M,"['venture', 'action', 'crime']"," I loved every episode in this series, even the finale.  To all those that complain that the writers took the easy way out at the end, I ask you to re-watch the show.  When you do you see that they were setting it up to be this way the whole time.  I did not think it was the easy way out, if anything, mixing realistic science fiction with mystical aspects was harder than to not add the mystical aspects.  I enjoyed how everything came together.<br /><br />Now, to anyone who has not seen these episodes or this series, WATCH IT.  You won't regret it, it is, by far, the best tv show ever, and one of the better stories ever told.", Great Show Made Better By its Ending!
Battlestar Galactica: The Complete Series,B001993Y2C,Battlestar Galactica,B0001M1JFM,Farscape,B005CXOG8M,Lost: The Complete Collection,B0036EH3WK,Caprica,B001RTCP1U,Stargate Universe SG-U: 1.0,B002R8JG58,Star Trek: The Next Generation,B00005UO5M,"['venture', 'action', 'crime']"," This box set contains the core of the new BSG:<br /><br />The mini series pilot episodes, all four seasons, Razor & The Plan.<br /><br />There are some extended episodes and extras as well, such as context specific extended information.<br /><br />Menu navigation and configuration options are presented in a very clean, highly usable interface.<br /><br />Amazon fulfilled this order quickly and efficiently- priority international shipping meant I received this in Australia in four days. Outstanding.", Battlestar Galactica: The Complete Series [Blu-ray]
Something Borrowed,B0055SJVPW,,B003Y5H574,Must Love Dogs,B000BNX3AU,Bridesmaids,B00466HN7M,Friends with Benefits,B004EPZ0BG,27 Dresses Blu-ray Repackaged,B0015I2UB8,The Wedding Date,B0009OL7ZO,"['venture', 'action', 'crime']"," This movie is great for an evening with the girls.  I saw it in the theatre with a good friend and we laughed a lot.  John Krasinski is hilarious, Goodwin and Hudson are likeable and the male lead a nicely subtle fellow (realistic for the part) and easy on the eyes.  Given the protagonist's position, I would've had feelings for both guys.  It was fun to follow the plot and guess where events may turn.<br /><br />The story followed a path of enjoyable frustration (with some character choices) and it was entertaining the whole way through.  Worth watching, especially if you like the actors and/or romantic comedies.", Great girls' night movie
"Lost Boys, The",B001AR4K8K,Lost Boys,6302814634,Queen of Damned,B000069I5T,Interview With the Vampire,6303443192,Queen of the Damned,B004YSDZAG,American Werewolf in London,B00005LC6V,The Monster Squad,B002NPY7FO,"['venture', 'action', 'crime']", The first time I saw this movie was when I was 9 and i fell in love with it. The actors played their parts very very well. Sam and Michael were great together and the Frogs brothers. The teenage vampires were great too. My favorite actor (YET CUTE and HOT) is Kiefer Sutherland he really is a great actor. I think that his voice and creepy laughter is the scariest thing about him. That is what makes him a great actor in my opinion. Joel Schumacher is a great director I have heard of besides Tim Burton., The Best Movie I Have Seen
Highlander:  The Movie,B0051E9INK,Ninja Scroll,B009AVC922,Flash Gordon,B002BRRTUO,Excalibur,630027179X,Legend,B0007PLLQ0,Star Trek 2,B00000F6B7,The Transformers: The Movie,B00004S300,"['venture', 'action', 'crime']"," Highlander, one of my favorite films of all time has finally made it's way to Blu-ray and i must say Lionsgate did a phenomenal job with the HD transfer of this film. both the video and audio quality is by far better than any DVD version i've ever seen. i only wish there was a making of documentary included in the special features, but other than that i really have no complaints. i would however like to point out a typo that i noticed. on the back of the Blu-ray it lists the release date as 1996 when in fact the movie was released in 1986. just wanted to point that out to any first timers who purchases this version.<br /><br />THERE CAN BE ONLY ONE.", IT'S A KIND OF MAGIC!
The Batman Legacy - All 4 Feature-Length Films,B00004XMS0,Batman,6304613113,The Dark Knight Rises,B004LWZWGA,Daredevil,B00009L536,Superman,6303212263,Superman: Doomsday,B001EZ6OLY,Smallville: Season 8,B001FB4W02,"['venture', 'action', 'crime']"," I bought this product since having the first 4 films that were produced for Batman, was a good idea. To be honest, the second and third movies are my fave on this box set, the first one is ok but is not the best. And the last one, is a very bad movie, batman and robin is the worst movie on the Batman Movie Saga. It is unbeliavable that the movie was directed by Joel S. which was present on the third film which is the best for these set of movies, but of course since Tim Burton was involved on Batman forever probably that was Joel S looked good on the production of the third movie", Just 2 and half good movies!
